"UNION","MRGID_EEZ","TERRITORY1","MRGID_TER1","ISO_TER1","UN_TER1","SOVEREIGN1","MRGID_SOV1","ISO_SOV1","UN_SOV1","TERRITORY2","MRGID_TER2","ISO_TER2","UN_TER2","SOVEREIGN2","MRGID_SOV2","ISO_SOV2","UN_SOV2","TERRITORY3","MRGID_TER3","ISO_TER3","UN_TER3","SOVEREIGN3","MRGID_SOV3","ISO_SOV3","UN_SOV3","POL_TYPE","Y_1","x_1","AREA_KM2","id","over","prop","sp_country","species","breeding_country"
"Jarvis Island","8442","Jarvis Island","8668","UMI","581","United States","2204","USA","840",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",-0.91398,-160.46838,"323193","178",2.45789284066269e-16,4.45475739986191e-09,"Pterodroma nigripennis_New Zealand","Pterodroma nigripennis","New Zealand"
"Joint regime area Costa Rica / Ecuador (Galapagos)","48968","Costa Rica","2162","CRI","188","Costa Rica","2162","CRI","188","Galapagos","5660",NA,NA,"Ecuador","2166","ECU","218",NA,"0",NA,NA,NA,"0",NA,NA,"Joint regime (EEZ)",3.22641,-88.84132,"17337","307",4.80688078230429e-09,0.369711180862701,"Pterodroma phaeopygia_Ecuador","Pterodroma phaeopygia","Ecuador"
"Galapagos","8403","Galapagos","5660",NA,NA,"Ecuador","2166","ECU","218",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",-0.04663,-90.83238,"849473","121",4.73171766462596e-09,0.363930166884473,"Pterodroma phaeopygia_Ecuador","Pterodroma phaeopygia","Ecuador"
"Joint regime area Ecuador / Colombia","48974","Ecuador","2166","ECU","218","Ecuador","2166","ECU","218","Colombia","2175","COL","170","Colombia","2175","COL","170",NA,"0",NA,NA,NA,"0",NA,NA,"Joint regime (EEZ)",1.46058,-81.43712,"18663","313",1.18220000455693e-09,0.0909264405536417,"Pterodroma phaeopygia_Ecuador","Pterodroma phaeopygia","Ecuador"
"Ecuador","8431","Ecuador","2166","ECU","218","Ecuador","2166","ECU","218",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",-1.21701,-80.2472,"484248","160",1.08033491685361e-09,0.0830917004032062,"Pterodroma phaeopygia_Ecuador","Pterodroma phaeopygia","Ecuador"
"Costa Rica","8424","Costa Rica","2162","CRI","188","Costa Rica","2162","CRI","188",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",7.00015,-86.31942,"632868","142",7.94196312302783e-10,0.0610839481476611,"Pterodroma phaeopygia_Ecuador","Pterodroma phaeopygia","Ecuador"
"Joint regime area Peru / Ecuador","48962","Peru","2257","PER","604","Peru","2257","PER","604","Ecuador","2166","ECU","218","Ecuador","2166","ECU","218",NA,"0",NA,NA,NA,"0",NA,NA,"Joint regime (EEZ)",-3.38858,-82.53248,"16097","303",2.38184772500498e-10,0.0183194835679822,"Pterodroma phaeopygia_Ecuador","Pterodroma phaeopygia","Ecuador"
"Colombia","8426","Colombia","2175","COL","170","Colombia","2175","COL","170",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",5.73575,-75.02012,"1855095","91",1.50726628361562e-10,0.0115928233469301,"Pterodroma phaeopygia_Ecuador","Pterodroma phaeopygia","Ecuador"
"Peru","8432","Peru","2257","PER","604","Peru","2257","PER","604",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",-10.26493,-76.16929,"2146766","223",1.32833570406249e-11,0.00102166162210416,"Pterodroma phaeopygia_Ecuador","Pterodroma phaeopygia","Ecuador"
"High Seas",NA,"High Seas",NA,NA,NA,"High Seas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.19428439767323e-12,0.000322594611301015,"Pterodroma phaeopygia_Ecuador","Pterodroma phaeopygia","Ecuador"
"New Zealand","8455","New Zealand","2227","NZL","554","New Zealand","2227","NZL","554",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",-42.70872,77.74731,"4374136","95",3.02195486763358e-09,0.992569698359642,"Pterodroma pycrofti_New Zealand","Pterodroma pycrofti","New Zealand"
"High Seas",NA,"High Seas",NA,NA,NA,"High Seas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.57628717493405e-11,0.00517736019988164,"Pterodroma pycrofti_New Zealand","Pterodroma pycrofti","New Zealand"
"Galapagos","8403","Galapagos","5660",NA,NA,"Ecuador","2166","ECU","218",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",-0.04663,-90.83238,"849473","121",5.88800958394328e-12,0.00193393354721071,"Pterodroma pycrofti_New Zealand","Pterodroma pycrofti","New Zealand"
"French Polynesia","8440","French Polynesia","8656","PYF","258","France","17","FRA","250",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",-18.73237,-144.00452,"4774878","133",9.69190767338166e-13,0.000318333472777211,"Pterodroma pycrofti_New Zealand","Pterodroma pycrofti","New Zealand"
"Line Group","8441","Line Group","8657","KIR","296","Kiribati","2116","KIR","296",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",-3.81974,-154.72725,"1641797","203",2.05332510120462e-15,6.74420487931681e-07,"Pterodroma pycrofti_New Zealand","Pterodroma pycrofti","New Zealand"
"Hawaii","8453","Hawaii","8679",NA,NA,"United States","2204","USA","840",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",24.01626,-151.09216,"2491444","41",9.78838855388328e-08,0.943625367771369,"Pterodroma sandwichensis_USA","Pterodroma sandwichensis","USA"
"High Seas",NA,"High Seas",NA,NA,NA,"High Seas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.52615500592264e-09,0.033993024448979,"Pterodroma sandwichensis_USA","Pterodroma sandwichensis","USA"
"Johnston Atoll","8452","Johnston Atoll","8678","UMI","581","United States","2204","USA","840",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",16.75109,-169.50612,"442448","18",2.32040025219785e-09,0.0223692442254789,"Pterodroma sandwichensis_USA","Pterodroma sandwichensis","USA"
"Canada","8493","Canada","2169","CAN","124","Canada","2169","CAN","124",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",64.50915,-94.65701,"15700025","83",1.28060505278621e-12,1.23453560027084e-05,"Pterodroma sandwichensis_USA","Pterodroma sandwichensis","USA"
"Alaska","8463","Alaska","8684",NA,NA,"United States","2204","USA","840",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",60.70916,-130.4678,"5193061","125",1.88772761067603e-15,1.81981707312758e-08,"Pterodroma sandwichensis_USA","Pterodroma sandwichensis","USA"
"Japan","8487","Japan","2121","JPN","392","Japan","2121","JPN","392",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",30.27975,138.40347,"4438697","214",1.03469970297235e-08,0.440621530246876,"Pterodroma solandri_Australia","Pterodroma solandri","Australia"
"Kuril Islands","48950","Kuril Islands","9011",NA,NA,"Japan","2121","JPN","392","Kuril Islands","9011",NA,NA,"Russia","2240","RUS","643",NA,"0",NA,NA,NA,"0",NA,NA,"Overlapping claim",43.90538,147.9443,"218735","33",8.73064969465231e-09,0.371790212895223,"Pterodroma solandri_Australia","Pterodroma solandri","Australia"
"Australia","8323","Australia","2147","AUS","36","Australia","2147","AUS","36",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",-26.51236,136.2067,"14557144","321",1.96071548866306e-09,0.083496057504576,"Pterodroma solandri_Australia","Pterodroma solandri","Australia"
"New Caledonia","8312","New Caledonia","2261","NCL","540","France","17","FRA","250",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",-21.02186,163.24568,"1198283","49",8.69304387792946e-10,0.0370188788591823,"Pterodroma solandri_Australia","Pterodroma solandri","Australia"
"High Seas",NA,"High Seas",NA,NA,NA,"High Seas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.18101587326776e-10,0.0348384340180831,"Pterodroma solandri_Australia","Pterodroma solandri","Australia"
"Northern Mariana Islands","48980","Northern Mariana Islands","8598","MNP","580","United States","2204","USA","840",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",18.28509,145.73925,"764117","32",5.43415884610588e-10,0.0231410850848555,"Pterodroma solandri_Australia","Pterodroma solandri","Australia"
"Russia","5690","Russia","2240","RUS","643","Russia","2240","RUS","643",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",65.76098,95.46936,"24614858","227",6.67352857363055e-11,0.00284188771274629,"Pterodroma solandri_Australia","Pterodroma solandri","Australia"
"Guam","48957","Guam","8599","GUM","316","United States","2204","USA","840",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",12.93093,144.00465,"208784","155",5.18900612100606e-11,0.00220971148530348,"Pterodroma solandri_Australia","Pterodroma solandri","Australia"
"Micronesia","8316","Micronesia","8595","FSM","583","Micronesia","8595","FSM","583",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0","Union EEZ and country",6.77023,150.32193,"3013629","48",2.2780593766311e-11,0.000970099832483734,"Pterodroma solandri_Australia","Pterodroma solandri","Australia"
"Vanuatu","8313","Vanuatu","2202","VUT","548","Vanuatu","2202","VUT","548",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",-16.58746,168.55244,"635761","198",2.15251809116867e-11,0.000916638723767152,"Pterodroma solandri_Australia","Pterodroma solandri","Australia"
"Norfolk Island","8310","Norfolk Island","8591","NFK","574","Australia","2147","AUS","36",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",-29.09313,167.92899,"430640","109",1.39432188017707e-11,0.000593764779032457,"Pterodroma solandri_Australia","Pterodroma solandri","Australia"
"Matthew and Hunter Islands","48948","Matthew and Hunter Islands","49593",NA,NA,"France","17","FRA","250","Matthew and Hunter Islands","49593",NA,NA,"Vanuatu","2202","VUT","548",NA,"0",NA,NA,NA,"0",NA,NA,"Overlapping claim",-23.2791,172.03655,"187186","25",9.19639803443437e-12,0.000391623865654105,"Pterodroma solandri_Australia","Pterodroma solandri","Australia"
"Solomon Islands","8314","Solomon Islands","8593","SLB","90","Solomon Islands","8593","SLB","90",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",-10.03053,163.61703,"1633806","158",8.34187780853367e-12,0.0003552345627016,"Pterodroma solandri_Australia","Pterodroma solandri","Australia"
"Marshall Islands","8318","Marshall Islands","2226","MHL","584","Marshall Islands","2226","MHL","584",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",10.15122,167.48812,"2004305","149",7.79087915370396e-12,0.000331770569259096,"Pterodroma solandri_Australia","Pterodroma solandri","Australia"
"Nauru","8317","Nauru","8596","NRU","520","Nauru","8596","NRU","520",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",-0.59113,166.12402,"309283","137",6.98163608089247e-12,0.000297309370511326,"Pterodroma solandri_Australia","Pterodroma solandri","Australia"
"Papua New Guinea","8324","Papua New Guinea","2237","PNG","598","Papua New Guinea","2237","PNG","598",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",-5.6249,149.83749,"2861676","124",2.93015385639462e-12,0.000124779090237923,"Pterodroma solandri_Australia","Pterodroma solandri","Australia"
"New Zealand","8455","New Zealand","2227","NZL","554","New Zealand","2227","NZL","554",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",-42.70872,77.74731,"4374136","95",1.43200982307484e-12,6.09813995074333e-05,"Pterodroma solandri_Australia","Pterodroma solandri","Australia"
"Easter Island","21787","Easter Island","15120",NA,NA,"Chile","2165","CHL","152",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",-26.82407,-107.43913,"729932","71",5.26794639419635e-09,0.665722952432394,"Pterodroma ultima_UK","Pterodroma ultima","UK"
"Pitcairn","8439","Pitcairn","2259","PCN","612","United Kingdom","2208","GBR","826",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",-24.60621,-127.42138,"842344","237",1.30568594824965e-09,0.165002647972246,"Pterodroma ultima_UK","Pterodroma ultima","UK"
"High Seas",NA,"High Seas",NA,NA,NA,"High Seas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.02026304972649e-10,0.113991215928021,"Pterodroma ultima_UK","Pterodroma ultima","UK"
"United States","8456","United States","2204","USA","840","United States","2204","USA","840",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",38.45695,-98.38831,"10392557","113",2.28821441192206e-10,0.0289167113731706,"Pterodroma ultima_UK","Pterodroma ultima","UK"
"French Polynesia","8440","French Polynesia","8656","PYF","258","France","17","FRA","250",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",-18.73237,-144.00452,"4774878","133",1.09831264994912e-10,0.0138796389580482,"Pterodroma ultima_UK","Pterodroma ultima","UK"
"Alaska","8463","Alaska","8684",NA,NA,"United States","2204","USA","840",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",60.70916,-130.4678,"5193061","125",3.71563009014598e-11,0.00469553038065031,"Pterodroma ultima_UK","Pterodroma ultima","UK"
"Hawaii","8453","Hawaii","8679",NA,NA,"United States","2204","USA","840",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",24.01626,-151.09216,"2491444","41",1.98941744559515e-11,0.0025140742832182,"Pterodroma ultima_UK","Pterodroma ultima","UK"
"Islas San Félix and San Ambrosio","22756","Islas San Félix and San Ambrosio","25135","CHL","152","Chile","2165","CHL","152",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",-26.33091,-79.99086,"450968","241",1.94760062054546e-11,0.00246122936386956,"Pterodroma ultima_UK","Pterodroma ultima","UK"
"Canada","8493","Canada","2169","CAN","124","Canada","2169","CAN","124",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",64.50915,-94.65701,"15700025","83",1.27269755111853e-11,0.00160833825533519,"Pterodroma ultima_UK","Pterodroma ultima","UK"
"Chile","8465","Chile","2165","CHL","152","Chile","2165","CHL","152",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",-40.31881,-74.67069,"3244212","104",4.88442636205046e-12,0.000617256611089511,"Pterodroma ultima_UK","Pterodroma ultima","UK"
"Galapagos","8403","Galapagos","5660",NA,NA,"Ecuador","2166","ECU","218",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",-0.04663,-90.83238,"849473","121",4.67194189379233e-12,0.000590404441957594,"Pterodroma ultima_UK","Pterodroma ultima","UK"
"Australia","8323","Australia","2147","AUS","36","Australia","2147","AUS","36",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",-26.51236,136.2067,"14557144","321",3.10414239481031e-09,0.743728076764891,"Puffinus assimilis_Australia","Puffinus assimilis","Australia"
"Norfolk Island","8310","Norfolk Island","8591","NFK","574","Australia","2147","AUS","36",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",-29.09313,167.92899,"430640","109",5.99115211261103e-10,0.143543287375204,"Puffinus assimilis_Australia","Puffinus assimilis","Australia"
"New Caledonia","8312","New Caledonia","2261","NCL","540","France","17","FRA","250",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",-21.02186,163.24568,"1198283","49",2.54011946694932e-10,0.0608592624186854,"Puffinus assimilis_Australia","Puffinus assimilis","Australia"
"New Zealand","8455","New Zealand","2227","NZL","554","New Zealand","2227","NZL","554",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",-42.70872,77.74731,"4374136","95",1.13926661630972e-10,0.0272959311044186,"Puffinus assimilis_Australia","Puffinus assimilis","Australia"
"High Seas",NA,"High Seas",NA,NA,NA,"High Seas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.54165733049881e-11,0.0228610596840715,"Puffinus assimilis_Australia","Puffinus assimilis","Australia"
"Macquarie Island","8311","Macquarie Island","8592",NA,NA,"Australia","2147","AUS","36",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",-54.87811,158.64993,"475781","53",6.99843578554682e-12,0.00167677011075563,"Puffinus assimilis_Australia","Puffinus assimilis","Australia"
"Solomon Islands","8314","Solomon Islands","8593","SLB","90","Solomon Islands","8593","SLB","90",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",-10.03053,163.61703,"1633806","158",1.48638198262179e-13,3.56125419736371e-05,"Puffinus assimilis_Australia","Puffinus assimilis","Australia"
"New Zealand","8455","New Zealand","2227","NZL","554","New Zealand","2227","NZL","554",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",-42.70872,77.74731,"4374136","95",4.29021714024551e-09,0.951610656347585,"Puffinus assimilis_New Zealand","Puffinus assimilis","New Zealand"
"Norfolk Island","8310","Norfolk Island","8591","NFK","574","Australia","2147","AUS","36",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",-29.09313,167.92899,"430640","109",1.75144794538817e-10,0.0388487685910949,"Puffinus assimilis_New Zealand","Puffinus assimilis","New Zealand"
"High Seas",NA,"High Seas",NA,NA,NA,"High Seas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.653683988506e-11,0.00810421595161937,"Puffinus assimilis_New Zealand","Puffinus assimilis","New Zealand"
"Fiji","8325","Fiji","2108","FJI","242","Fiji","2108","FJI","242",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",-17.98632,95.94863,"1303022","130",3.8565996512335e-12,0.000855430204441858,"Puffinus assimilis_New Zealand","Puffinus assimilis","New Zealand"
"French Polynesia","8440","French Polynesia","8656","PYF","258","France","17","FRA","250",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",-18.73237,-144.00452,"4774878","133",2.61904501592069e-12,0.00058092890525852,"Puffinus assimilis_New Zealand","Puffinus assimilis","New Zealand"
"Seychelles","8337","Seychelles","2192","SYC","690","Seychelles","2192","SYC","690",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",-6.54784,52.4686,"1341994","20",8.49751459218194e-09,0.288273638349561,"Puffinus bailloni_Seychelles","Puffinus bailloni","Seychelles"
"Tromelin Island","48946","Ile Tromelin","8613",NA,NA,"France","17","FRA","250","Ile Tromelin","8613",NA,NA,"Madagascar","7963","MDG","450","Ile Tromelin","8613",NA,NA,"Republic of Mauritius","8614","MUS","480","Overlapping claim",-15.71127,54.67305,"274562","27",2.941237749081e-09,0.0997799177607459,"Puffinus bailloni_Seychelles","Puffinus bailloni","Seychelles"
